news_id,all_entity_ids
N30285,['Q1628963']
N57749,"['Q1350854', 'Q6938597', 'Q5190572', 'Q27809653', 'Q517545', 'Q265538', 'Q22686']"
N13037,[]
N17086,['Q2443004']
N63744,"['Q3310583', 'Q2672785']"
N62903,[]
N20933,['Q6460028']
N8769,"['Q16301971', 'Q46896', 'Q204357', 'Q47950', 'Q18380286', 'Q1187695']"
N8550,['Q23197']
N60856,"['Q384127', 'Q5155305', 'Q466066', 'Q30641367', 'Q26678']"
N39769,['Q30']
N6222,['Q7707563']
N15454,['Q36']
N61138,"['Q272059', 'Q5214234']"
N33904,"['Q190618', 'Q1683983', 'Q752138', 'Q638847']"
N15127,"['Q1088765', 'Q193390', 'Q219602', 'Q27049069']"
N9536,"['Q3791153', 'Q694589']"
N29522,"['Q191477', 'Q223243', 'Q1088765']"
N55287,"['Q96', 'Q622899']"
N26885,['Q148']
N49515,"['Q7934244', 'Q7276279']"
N41572,['Q468557']
N23719,"['Q18097882', 'Q191477', 'Q223243', 'Q371118']"
N36867,"['Q650807', 'Q6460028', 'Q812']"
N27017,"['Q6081679', 'Q578478', 'Q163749', 'Q7954168']"
N52895,"['Q19877365', 'Q271880', 'Q221878']"
N12738,"['Q848117', 'Q958728', 'Q3026879', 'Q753529', 'Q2818926', 'Q213417']"
N19269,"['Q848117', 'Q911463', 'Q213417']"
N56093,"['Q48989064', 'Q7645220']"
N6672,['Q1057263']
N33045,"['Q866', 'Q5153474']"
N30791,"['Q212654', 'Q7799408', 'Q7929512']"
N54454,"['Q4653492', 'Q1215884']"
N47438,"['Q14436702', 'Q6837288']"
N28598,"['Q466', 'Q565237', 'Q4792474', 'Q114466', 'Q355', 'Q209330', 'Q918']"
N24919,[]
N64054,"['Q7244003', 'Q7309995', 'Q753954', 'Q26807']"
N50741,"['Q499547', 'Q1754965', 'Q2223910', 'Q94403', 'Q1415']"
N5708,"['Q3043497', 'Q7574916']"
N24329,"['Q128849', 'Q40469', 'Q127877', 'Q860935', 'Q5287']"
N27388,[]
N46075,"['Q22958459', 'Q164177', 'Q5228206']"
N17422,['Q6815857']
N16617,"['Q12630', 'Q1439', 'Q11224', 'Q135744']"
N12247,"['Q459409', 'Q17125985', 'Q1342', 'Q494104', 'Q1400']"
N4452,"['Q55606843', 'Q4827381', 'Q7310002', 'Q327018', 'Q907311']"
N20397,"['Q431102', 'Q1022513']"
N35539,"['Q265538', 'Q3313434', 'Q504309', 'Q744530']"
N42418,"['Q219602', 'Q27049069', 'Q21622046', 'Q313381', 'Q193390', 'Q18705081']"
N56160,"['Q1059534', 'Q22058836', 'Q7734517', 'Q49236', 'Q49255', 'Q7433676']"
N46842,"['Q80733', 'Q19798734', 'Q5643122']"
N22579,['Q5757835']
N52661,['Q379060']
N64267,"['Q65', 'Q224159']"
N51376,"['Q1439', 'Q578478', 'Q26527']"
N27130,[]
N57988,"['Q1439', 'Q16559', 'Q3176430', 'Q1215884']"
N48336,"['Q219714', 'Q528145', 'Q647516']"
N30494,"['Q8045679', 'Q16557', 'Q463345']"
N10807,['Q18151385']
N54181,"['Q452532', 'Q858', 'Q18121212']"
N18200,"['Q504309', 'Q6848807']"
N13337,[]
N28644,[]
N17677,"['Q463557', 'Q1813203', 'Q29468', 'Q380900', 'Q22686']"
N1744,['Q3564700']
N14269,['Q1439']
N63903,[]
N12557,"['Q34404', 'Q6988074']"
N3410,['Q148']
N63346,['Q7063516']
N32463,[]
N61301,"['Q16555', 'Q5552563']"
N52695,"['Q310394', 'Q11085', 'Q123737']"
N53613,['Q22686']
N20704,"['Q1370', 'Q3560687', 'Q2450201', 'Q2508071', 'Q1146685', 'Q49259']"
N20043,['Q585962']
N47886,"['Q2030983', 'Q181185']"
N59405,['Q132020']
N20157,"['Q1460420', 'Q5113', 'Q679224', 'Q28']"
N63644,"['Q38300756', 'Q175074', 'Q325374']"
N52942,['Q1342']
N26022,"['Q5131553', 'Q7611759']"
N2350,"['Q7691577', 'Q213660']"
N35123,"['Q148', 'Q30', 'Q8646']"
N23340,"['Q2642029', 'Q5092']"
N20854,['Q27074']
N54019,"['Q16228709', 'Q155223']"
N35450,"['Q66', 'Q459965']"
N21209,"['Q176590', 'Q1434958', 'Q22686']"
N2611,['Q7743540']
N49601,"['Q448961', 'Q193390', 'Q219602', 'Q4679094']"
N9088,"['Q1546', 'Q858430', 'Q470273']"
N37379,['Q483269']
N59790,['Q1400']
N35559,"['Q6422934', 'Q26876']"
N53053,[]
N1471,"['Q976396', 'Q2614593', 'Q157376']"
N58411,[]
N64966,"['Q54311', 'Q51787', 'Q51770', 'Q21772117', 'Q20977110', 'Q51803', 'Q21515016', 'Q21782656', 'Q19913', 'Q19901', 'Q918', 'Q51797']"
N31237,"['Q2437271', 'Q180402', 'Q22686']"
N20827,"['Q65', 'Q184439', 'Q5246480', 'Q272220']"
N26008,"['Q37836', 'Q1006865', 'Q6631334', 'Q1455718']"
N64554,['Q717045']
N35467,['Q6044492']
N56273,"['Q272223', 'Q57339590', 'Q56486441', 'Q7246726']"
N41296,"['Q94150', 'Q34863']"
N16765,"['Q6733136', 'Q1400', 'Q494207']"
N12003,"['Q1439', 'Q656554', 'Q135744']"
N3975,"['Q1454', 'Q502483', 'Q578478', 'Q30', 'Q1057263']"
N21233,['Q207980']
N30208,"['Q5021008', 'Q5434331']"
N26633,"['Q843', 'Q1700971', 'Q5052966', 'Q10479', 'Q9685']"
N48012,[]
N40950,"['Q193468', 'Q501602']"
N5704,[]
N4039,"['Q55604490', 'Q2609774']"
N10107,['Q251868']
N47464,"['Q20713193', 'Q1163715', 'Q6268649', 'Q6250238', 'Q5386304', 'Q4813766', 'Q1911175']"
N14690,['Q16212482']
N57993,"['Q458', 'Q45207298', 'Q438465', 'Q8880', 'Q145']"
N62129,"['Q52985750', 'Q221626', 'Q212654', 'Q1215884']"
N19737,"['Q1345', 'Q4268']"
N4518,"['Q503997', 'Q17042582', 'Q56856714', 'Q23572', 'Q25540859', 'Q1151388']"
N50890,['Q7687701']
N38586,"['Q1265728', 'Q5120360']"
N22456,[]
N37615,['Q49261']
N3440,['Q7687701']
N5327,['Q2993434']
N60216,"['Q7955545', 'Q320476', 'Q45319507', 'Q1215884', 'Q37093']"
N6777,"['Q5458548', 'Q620615', 'Q46', 'Q192916', 'Q79576', 'Q1062352', 'Q95', 'Q94']"
N2697,"['Q918347', 'Q131371', 'Q19664817']"
N22716,['Q43196']
N61420,"['Q191477', 'Q53758999', 'Q223243']"
N45250,"['Q491748', 'Q1987589', 'Q112055', 'Q86483']"
N21265,"['Q658274', 'Q6008592', 'Q1205312']"
N61445,"['Q223243', 'Q191477', 'Q18097882', 'Q1088765', 'Q52261951']"
N9594,['Q641212']
N44791,['Q17067874']
N24686,[]
N3029,"['Q1071986', 'Q28169542', 'Q19510']"
N56063,['Q14711989']
N18910,"['Q16554', 'Q2623024']"
N38389,"['Q18631600', 'Q17513029', 'Q272223', 'Q337377', 'Q336286']"
N42548,"['Q99', 'Q6023245', 'Q2589648']"
N21009,"['Q108127', 'Q99']"
N26275,['Q1163715']
N2078,"['Q19864263', 'Q229044']"
N1143,[]
N48056,"['Q5300433', 'Q3191485', 'Q5431122', 'Q816']"
N42109,"['Q575355', 'Q149566']"
N20950,[]
N60152,"['Q36159', 'Q55864389']"
N20633,[]
N35499,"['Q2075576', 'Q771']"
N43029,"['Q3840692', 'Q54182']"
N39782,"['Q324523', 'Q18631507']"
N31142,"['Q1057263', 'Q7010251', 'Q1002908', 'Q1522', 'Q187954']"
N58120,[]
N25085,['Q815817']
N31104,"['Q203384', 'Q902860', 'Q955391', 'Q1382532', 'Q39087006']"
N22704,"['Q21198', 'Q34726', 'Q752297', 'Q918', 'Q207434']"
N4085,"['Q7232003', 'Q622308', 'Q167253', 'Q456374', 'Q159729']"
N18370,"['Q1163715', 'Q504309', 'Q825838', 'Q265538']"
N62551,['Q373491']
N18089,"['Q1455718', 'Q3564700']"
N17591,"['Q591678', 'Q330120']"
N16011,"['Q1353', 'Q987', 'Q668']"
N1248,['Q10916362']
N51279,"['Q3094988', 'Q1024426']"
N29993,"['Q35525', 'Q6279']"
N55746,"['Q212930', 'Q86483']"
N10729,"['Q2505341', 'Q29570', 'Q1731', 'Q689018', 'Q871329']"
N22465,"['Q1815381', 'Q1558', 'Q721634', 'Q2707177']"
N23980,"['Q956', 'Q936190']"
N42468,['Q18631600']
N4269,"['Q193390', 'Q830669', 'Q313381', 'Q1215884']"
N14678,['Q977206']
N32817,"['Q7186928', 'Q979133', 'Q5604']"
N20566,"['Q7700091', 'Q94209']"
N15501,[]
N6778,['Q42646']
N56430,[]
N7139,[]
N49146,['Q928']
N6544,"['Q486877', 'Q7866357', 'Q847043', 'Q1415', 'Q56876924', 'Q4964312']"
N9899,"['Q427881', 'Q929872']"
N11070,[]
N60567,"['Q1092250', 'Q71', 'Q22686']"
N1077,['Q221878']
N63093,"['Q848117', 'Q275837', 'Q19793652', 'Q1210069', 'Q213417']"
N51920,"['Q1215884', 'Q219602', 'Q26837901']"
N38364,"['Q2822885', 'Q12630', 'Q8092']"
N18285,"['Q1215884', 'Q720027', 'Q7579939']"
N9223,"['Q6529728', 'Q3163297', 'Q6529656', 'Q2615493']"
N50716,"['Q848117', 'Q3105192', 'Q16236139', 'Q213417']"
N56649,"['Q6694780', 'Q7759596']"
N32026,"['Q501029', 'Q988940', 'Q6475519']"
N36449,"['Q20977110', 'Q217776', 'Q108941', 'Q7538100']"
N4550,"['Q43044', 'Q164782']"
N29885,"['Q9455382', 'Q8646']"
N63959,[]
N41324,"['Q35525', 'Q212', 'Q287171', 'Q29552', 'Q29963497', 'Q22686']"
N8002,['Q193390']
N23487,"['Q16', 'Q164134']"
N13517,"['Q48791055', 'Q2092814', 'Q825838']"
N11933,"['Q5476841', 'Q2964885', 'Q1223']"
N10312,"['Q7558816', 'Q4955209']"
N36786,[]
N64476,"['Q14687518', 'Q26405845', 'Q205033']"
N2881,['Q15615109']
N44762,"['Q7866357', 'Q6846072']"
N37836,[]
N17975,[]
N909,[]
N60589,"['Q221150', 'Q223522']"
N61949,[]
N46605,"['Q6136811', 'Q1257270']"
N21623,['Q812']
N27203,['Q38022']
N730,[]
N28131,"['Q23572', 'Q15416', 'Q23831']"
N37995,"['Q5083', 'Q25094513', 'Q1151386', 'Q395', 'Q3236113']"
N57553,"['Q1558', 'Q500481']"
N27243,['Q949715']
N63730,['Q7804']
N22952,['Q371820']
N18167,"['Q15935', 'Q186304']"
N58764,"['Q858', 'Q22686']"
N34314,['Q5600444']
N23741,"['Q41076', 'Q570912']"
N42099,"['Q4781944', 'Q1330390']"
N43199,"['Q49238', 'Q4979984']"
N45808,"['Q23582374', 'Q11701', 'Q17077936', 'Q780442', 'Q11268']"
N43574,[]
N53651,[]
N54109,"['Q355', 'Q36215', 'Q3109740']"
N22066,"['Q5472399', 'Q16558']"
N22756,"['Q2472136', 'Q294240']"
N21808,"['Q99', 'Q4521676', 'Q503706', 'Q1315167', 'Q2685']"
N37231,['Q491132']
N51953,"['Q721602', 'Q58688', 'Q3191538', 'Q18575', 'Q40469', 'Q918', 'Q816']"
N50147,"['Q1970040', 'Q48890']"
N49672,"['Q4896630', 'Q45304944', 'Q5382496']"
N24357,"['Q1106511', 'Q5006569', 'Q219602']"
N12711,"['Q848117', 'Q1154724', 'Q213417', 'Q26720726', 'Q911463']"
N58196,"['Q511684', 'Q1101597']"
N18732,"['Q29468', 'Q10390', 'Q22212', 'Q22686']"
N55038,"['Q36159', 'Q23542695', 'Q155223']"
N8739,['Q2304163']
N59473,[]
N15487,"['Q7063387', 'Q1397', 'Q1909193']"
N10988,['Q7085404']
N38129,[]
N13182,"['Q7391404', 'Q5066308', 'Q1280022', 'Q4826532', 'Q7414486']"
N25450,['Q947873']
N17145,"['Q983637', 'Q29', 'Q40171']"
N36386,"['Q196185', 'Q180950', 'Q46040', 'Q161345']"
N17028,"['Q816412', 'Q39055774']"
N33293,[]
N25905,"['Q219712', 'Q685', 'Q98', 'Q864870']"
N2963,[]
N43394,"['Q42804470', 'Q2314407', 'Q1415', 'Q6023387', 'Q212648']"
N16446,['Q918']
N21599,"['Q212', 'Q1546', 'Q359442', 'Q434706', 'Q6279', 'Q38051551']"
N41857,"['Q16558', 'Q3124765']"
N56845,"['Q196185', 'Q270966', 'Q155223', 'Q208623', 'Q352159']"
N47784,"['Q233929', 'Q27564']"
N30446,"['Q7304859', 'Q16557']"
N35782,"['Q5461440', 'Q3139963', 'Q4983404', 'Q2450542']"
N433,"['Q1142327', 'Q1322045', 'Q30']"
N56609,['Q79892']
N61494,['Q99']
N62381,"['Q18217678', 'Q163749', 'Q812']"
N17704,['Q371820']
N31788,"['Q1753811', 'Q7864004']"
N13366,"['Q869203', 'Q650840', 'Q721134', 'Q47541647']"
N50241,"['Q1253825', 'Q1299', 'Q1419151', 'Q7716124', 'Q30', 'Q1757167', 'Q1698590']"
N60808,"['Q218295', 'Q7747', 'Q30', 'Q241']"
N10972,"['Q5092', 'Q934898', 'Q1391']"
N42858,['Q3338995']
N39296,"['Q3090378', 'Q2923384', 'Q1093629', 'Q743309']"
N5673,"['Q5287', 'Q1065', 'Q202443']"
N35916,['Q7687701']
N14801,"['Q170574', 'Q9687', 'Q752365']"
N9557,"['Q973729', 'Q19986580']"
N50728,[]
N35219,"['Q976396', 'Q155223', 'Q164177', 'Q16890127']"
N56737,['Q44989']
N51648,"['Q49145', 'Q49112', 'Q627827']"
N8815,['Q172']
N48571,"['Q348618', 'Q18154984', 'Q169661', 'Q572134']"
N33143,"['Q49206', 'Q1067811', 'Q166302', 'Q7949496']"
N41968,[]
N29255,['Q7114153']
N35883,"['Q7934136', 'Q49259']"
N60879,"['Q1588', 'Q6221385']"
N38757,['Q20979305']
N10586,"['Q20871878', 'Q7272172', 'Q22686']"
N34567,['Q1183']
N45128,['Q1454']
N31271,['Q99']
N38709,"['Q1568', 'Q23548']"
N61043,"['Q1166', 'Q5119518', 'Q3564859', 'Q1000222', 'Q11694123']"
N59784,"['Q5496752', 'Q18207047', 'Q14950655']"
N44026,['Q219602']
N11497,"['Q8034666', 'Q4929354']"
N10081,"['Q27809653', 'Q1065', 'Q30', 'Q21707860']"
N24529,['Q1076882']
N16017,"['Q99', 'Q381769']"
N26161,"['Q6172162', 'Q7130852', 'Q48340']"
N20796,"['Q223507', 'Q795406']"
N21380,"['Q2703792', 'Q12439']"
N46422,"['Q157661', 'Q1408']"
N12985,"['Q2456047', 'Q121783']"
N26429,[]
N37647,"['Q423', 'Q56226', 'Q884', 'Q495501']"
N33160,[]
N56378,[]
N29173,"['Q6148929', 'Q2419598', 'Q327591']"
N40434,"['Q2214113', 'Q2449172']"
N6038,"['Q3572606', 'Q2151967', 'Q2873530', 'Q455587']"
N54699,"['Q6146314', 'Q1061903', 'Q5108148', 'Q329816', 'Q24284037']"
N12822,"['Q56166', 'Q5094466']"
N2362,[]
N48173,[]
N20377,"['Q29468', 'Q22686', 'Q463557']"
N28081,"['Q210462', 'Q15902254']"
N50346,[]
N30096,"['Q918', 'Q5245710']"
N579,"['Q1434127', 'Q3107826']"
N867,"['Q15', 'Q40469']"
N41218,[]
N46096,['Q30']
N2588,['Q483551']
N44303,['Q16147495']
N53124,"['Q9684', 'Q522205', 'Q7893188', 'Q22686', 'Q30', 'Q34075424']"
N33833,"['Q272059', 'Q984327', 'Q221878']"
N44041,[]
N30576,"['Q355', 'Q34739']"
N26228,"['Q328473', 'Q752138']"
N19113,['Q213205']
N58280,"['Q485470', 'Q1166']"
N38071,"['Q622747', 'Q61964196', 'Q21067106', 'Q21623011', 'Q191477']"
N59260,['Q23556']
N64340,[]
N63347,"['Q16', 'Q219', 'Q30', 'Q1101443']"
N49100,[]
N56499,[]
N30209,['Q96']
N34881,['Q29636059']
N16075,"['Q355', 'Q724']"
N31723,"['Q52985750', 'Q212654', 'Q5048309']"
N38953,"['Q151224', 'Q43196', 'Q16999334', 'Q5361801', 'Q6460833', 'Q1855011']"
N38897,"['Q164177', 'Q1891397']"
N38689,"['Q166419', 'Q99', 'Q58333597', 'Q9684', 'Q29468']"
N24015,"['Q184425', 'Q6117927', 'Q1070669', 'Q4049606', 'Q6876695', 'Q40021', 'Q362', 'Q988928']"
N36129,['Q918']
N26709,['Q2909653']
N21511,"['Q51683022', 'Q28218', 'Q172339']"
N25982,['Q16052369']
N15099,"['Q423', 'Q56226', 'Q22686', 'Q30']"
N7509,"['Q792', 'Q783', 'Q30']"
N13244,"['Q37100', 'Q204296', 'Q30', 'Q664', 'Q25395']"
N28276,['Q37320']
N15793,['Q752941']
N16290,"['Q959502', 'Q966240']"
N13335,"['Q583894', 'Q597281', 'Q2716137']"
N52338,"['Q777728', 'Q743309']"
N9814,[]
N59536,['Q1546']
N5229,['Q320476']
N47545,['Q3245302']
N20246,"['Q544890', 'Q142811', 'Q1408']"
N64826,"['Q889130', 'Q213837']"
N11977,['Q166032']
N33234,"['Q3884', 'Q943091']"
N43272,['Q1786588']
N4653,['Q3990858']
N3744,"['Q16228709', 'Q155223', 'Q318389', 'Q157376']"
N53767,[]
N50886,"['Q642553', 'Q16234064', 'Q14199172', 'Q37320', 'Q1069698', 'Q1397', 'Q19789000', 'Q2997263']"
N33127,"['Q4823239', 'Q1146685', 'Q16559', 'Q1034648']"
N11724,"['Q2247995', 'Q1345']"
N30873,['Q6341047']
N38632,"['Q96', 'Q475678', 'Q3177118', 'Q22686', 'Q30']"
N57148,['Q8652']
N36377,"['Q390698', 'Q14950655', 'Q223527', 'Q213837', 'Q337377', 'Q1215884', 'Q52247498', 'Q271880']"
N71,"['Q858', 'Q43', 'Q22686']"
N38765,['Q4878228']
N22125,"['Q1070669', 'Q988744', 'Q503521', 'Q812']"
N3690,"['Q28218', 'Q126661', 'Q1588']"
N63674,"['Q23556', 'Q1020699']"
N31349,"['Q312', 'Q41242', 'Q95', 'Q94']"
N32342,[]
N64755,"['Q65', 'Q491132']"
N46290,[]
N7386,['Q166419']
N51214,['Q1455718']
N4811,"['Q932780', 'Q1065809', 'Q988909', 'Q2612725']"
N23862,['Q812']
N51073,['Q57401350']
N9142,"['Q2306431', 'Q30015089']"
N45185,"['Q65', 'Q99', 'Q1570423', 'Q985348']"
N47169,['Q826700']
N51985,"['Q2214113', 'Q488668']"
N14579,"['Q205204', 'Q3421706']"
N10098,"['Q217776', 'Q337758']"
N6661,"['Q501043', 'Q1509', 'Q812']"
N61128,['Q629269']
N38651,"['Q14932650', 'Q221150']"
N4816,['Q172']
N44255,"['Q848117', 'Q5552563', 'Q953813', 'Q6194406']"
N13569,[]
N29654,[]
N61710,"['Q370185', 'Q241471', 'Q248713']"
N52391,"['Q36159', 'Q29545', 'Q352159', 'Q155223']"
N39581,"['Q29', 'Q5705', 'Q1194749', 'Q1492', 'Q893331']"
N24807,[]
N25608,"['Q99', 'Q494720', 'Q151250']"
N34064,"['Q7941611', 'Q16213538', 'Q324523', 'Q1215884']"
N7763,"['Q3897557', 'Q193390', 'Q217776', 'Q219602']"
N59894,['Q8646']
N18279,"['Q35525', 'Q22686', 'Q6834757', 'Q8333']"
N11009,['Q686379']
N9858,['Q22686']
N40084,"['Q223243', 'Q920422', 'Q18159207', 'Q17612425', 'Q191477', 'Q23303105']"
N23965,"['Q5602452', 'Q29445', 'Q1408', 'Q1317637', 'Q35657', 'Q797']"
N22372,"['Q745877', 'Q6689515']"
N8778,['Q29552']
N31927,[]
N57316,"['Q1552614', 'Q16982824', 'Q6476015', 'Q6803251', 'Q6477373', 'Q7331509']"
N49364,[]
N27926,['Q816']
N27509,['Q145']
N24235,"['Q99', 'Q461391']"
N1712,"['Q16', 'Q1974', 'Q30', 'Q187954']"
N63711,"['Q18619470', 'Q177054', 'Q46']"
N52771,"['Q308966', 'Q16205189', 'Q744530']"
N1969,"['Q2759586', 'Q33887149']"
N36462,[]
N3673,['Q18419']
N57192,[]
N59600,"['Q6868011', 'Q36091']"
N17902,"['Q5148829', 'Q6477442', 'Q1261', 'Q675576']"
N36843,['Q192152']
N22237,"['Q272059', 'Q224164']"
N30751,"['Q262207', 'Q22019785', 'Q7567178']"
N15796,['Q193199']
N23139,"['Q161086', 'Q49233']"
N7048,[]
N56662,"['Q848117', 'Q825838']"
N43729,"['Q12052613', 'Q550725', 'Q455587']"
N28386,"['Q30', 'Q1973878', 'Q33486', 'Q20709124']"
N31567,"['Q34366', 'Q2991162']"
N47301,"['Q735354', 'Q265538', 'Q3028907', 'Q650855']"
N30616,"['Q337377', 'Q18631600', 'Q7441250']"
N60095,[]
N15991,['Q5925']
N50690,['Q266761']
N41710,[]
N39672,"['Q84', 'Q23240', 'Q145']"
N13506,"['Q11268', 'Q1591172', 'Q355217']"
N52251,"['Q482421', 'Q527493', 'Q29468', 'Q60194431', 'Q42418']"
N22836,"['Q534238', 'Q7389710']"
N26881,[]
N44942,"['Q148', 'Q685', 'Q864870', 'Q3130', 'Q17427', 'Q956', 'Q408', 'Q98', 'Q145', 'Q5287', 'Q362']"
N50103,"['Q165529', 'Q6939475', 'Q55183425', 'Q762853', 'Q622521', 'Q59656031']"
N55877,"['Q337377', 'Q337758']"
N6109,"['Q125133', 'Q2887', 'Q466956']"
N2033,"['Q155629', 'Q22075101']"
N29891,['Q1215884']
N41769,"['Q55128278', 'Q752941', 'Q29578331', 'Q59535090', 'Q19631660']"
N61605,"['Q196185', 'Q1166157', 'Q180950', 'Q161345']"
N37838,"['Q70894', 'Q47138769']"
N31306,[]
N34566,"['Q161345', 'Q169637']"
N6430,['Q1037506']
N44610,['Q251868']
N33732,['Q3338995']
N55735,"['Q1363408', 'Q160120', 'Q128831', 'Q136484', 'Q30']"
N35946,"['Q5308845', 'Q38022', 'Q7589612', 'Q1643563']"
N48240,"['Q5229080', 'Q159183', 'Q362']"
N28986,['Q1987589']
N29453,"['Q255700', 'Q6386365']"
N54864,[]
N24955,"['Q1329523', 'Q8652', 'Q15', 'Q1011', 'Q8092']"
N56560,['Q12439']
N61919,[]
N61485,"['Q782882', 'Q52', 'Q49162']"
N33383,['Q65706139']
N51821,[]
N45636,[]
N23679,"['Q848629', 'Q1387']"
N58404,"['Q148', 'Q22923830', 'Q794']"
N10818,"['Q60', 'Q1817856', 'Q11299', 'Q22686']"
N9555,"['Q54617691', 'Q1287605', 'Q2213980', 'Q19955991']"
N11597,"['Q858', 'Q30', 'Q39259']"
N44780,"['Q3860113', 'Q272059', 'Q193390']"
N23046,"['Q5484813', 'Q522171', 'Q1072203']"
N2117,"['Q16963974', 'Q4796715', 'Q982527', 'Q2842604']"
N7191,"['Q11081', 'Q30', 'Q864338']"
N8149,"['Q104641', 'Q652879']"
N58244,['Q221150']
N1694,['Q4805222']
N59043,['Q2743544']
N51344,['Q941023']
N20530,"['Q408', 'Q35715', 'Q242256']"
N11959,[]
N61307,['Q36091']
N22842,"['Q11249', 'Q160409']"
N29127,"['Q1000321', 'Q18013']"
N49567,"['Q858', 'Q39259', 'Q12223']"
N58342,"['Q49221', 'Q4785120', 'Q1208310', 'Q3290452', 'Q5604']"
N45577,[]
N52477,"['Q7799408', 'Q223522']"
N57712,"['Q2821724', 'Q17007888', 'Q2429253']"
N47302,['Q1439']
N39275,"['Q17075762', 'Q851034']"
N40149,['Q7182881']
N44944,"['Q5317603', 'Q14717246', 'Q493605']"
N48476,[]
N53942,['Q494146']
N16387,['Q7687701']
N35180,['Q4496']
N42330,"['Q220698', 'Q941023']"
N35979,"['Q186215', 'Q11701', 'Q29468', 'Q912994', 'Q170581', 'Q766866', 'Q6508632']"
N56489,"['Q3860113', 'Q272059', 'Q193390', 'Q918224', 'Q1215884']"
N20766,"['Q49835', 'Q43416']"
N26464,"['Q32096', 'Q221878', 'Q223527', 'Q1215884', 'Q7860063']"
N21076,"['Q60987711', 'Q1683119', 'Q910409', 'Q587476']"
N36788,['Q173']
N6060,"['Q371820', 'Q10244']"
N26435,"['Q16194000', 'Q4819311', 'Q5620734']"
N163,"['Q212', 'Q212648', 'Q22686']"
N9056,"['Q43274', 'Q36812', 'Q152316']"
N7605,"['Q192890', 'Q706924', 'Q203008']"
N31817,"['Q6879318', 'Q12070759', 'Q185582', 'Q963227', 'Q918224', 'Q6181794']"
N23415,"['Q848117', 'Q65003402', 'Q16206952', 'Q825838', 'Q61']"
N11715,"['Q3063794', 'Q623935']"
N4098,"['Q3884', 'Q94209']"
N43376,"['Q426074', 'Q323921']"
N27683,"['Q1588', 'Q173', 'Q1070759', 'Q1494', 'Q30', 'Q79875', 'Q49042']"
N50468,"['Q483551', 'Q86483']"
N37382,['Q169637']
N15059,"['Q38022', 'Q6879720', 'Q6800377']"
N32322,"['Q34404', 'Q5399458', 'Q3361075']"
N29743,"['Q4931391', 'Q38022']"
N8966,"['Q1093629', 'Q2435968', 'Q1364121', 'Q650840', 'Q246782']"
N55166,"['Q223243', 'Q1215884']"
N31513,[]
N55879,"['Q689141', 'Q825838']"
N56047,"['Q2249117', 'Q108101', 'Q169950']"
N22562,['Q60851987']
N17174,[]
N4486,"['Q1070669', 'Q812']"
N42664,"['Q458', 'Q7888194', 'Q145']"
N47146,"['Q317521', 'Q193701']"
N33816,"['Q48340', 'Q866', 'Q22686']"
N44405,['Q25042696']
N31661,['Q494104']
N42041,"['Q1494564', 'Q1428', 'Q1456']"
N4080,[]
N9568,['Q109986']
N59555,"['Q287171', 'Q22686', 'Q2429253', 'Q858', 'Q166032']"
N11462,"['Q11690', 'Q38076', 'Q30']"
N40223,"['Q1049511', 'Q822']"
N48775,"['Q125074', 'Q6859054']"
N38505,"['Q172030', 'Q45304944']"
N27368,"['Q212654', 'Q337758']"
N34361,"['Q796919', 'Q6329263', 'Q1612']"
N2858,"['Q1124', 'Q287171', 'Q22686', 'Q5605452']"
N60591,['Q30972583']
N60646,"['Q391359', 'Q19798734']"
N62795,"['Q309331', 'Q321', 'Q37547', 'Q83481']"
N30147,"['Q190067', 'Q2135494', 'Q1204']"
N5157,"['Q35525', 'Q7184', 'Q43', 'Q22686', 'Q277036', 'Q858', 'Q9212']"
N6131,"['Q5083', 'Q1505600', 'Q1114947', 'Q1506847', 'Q836740', 'Q836495', 'Q5417236']"
N22736,"['Q10857300', 'Q752941']"
N27692,"['Q5386', 'Q731751', 'Q23005955']"
N46250,"['Q5303465', 'Q6023826', 'Q6346']"
N59235,['Q1588']
N59849,"['Q7608548', 'Q276539', 'Q193390', 'Q5324240', 'Q313381']"
N35959,['Q16974590']
N5540,"['Q29552', 'Q4014532', 'Q22686', 'Q463345', 'Q20871878', 'Q51694', 'Q16557']"
N37409,"['Q815817', 'Q186471', 'Q459362']"
N49283,"['Q26405845', 'Q205033', 'Q5087124']"
N38293,"['Q2916012', 'Q1378517']"
N5031,"['Q7888194', 'Q180589', 'Q11005', 'Q192', 'Q60476704', 'Q458', 'Q40469', 'Q84', 'Q145']"
N25031,"['Q5461197', 'Q1125149']"
N35605,"['Q1904', 'Q92561', 'Q3304418', 'Q152316']"
N19454,[]
N3810,"['Q53758999', 'Q212654']"
N21120,"['Q812', 'Q1139370', 'Q49236']"
N44154,['Q6825147']
N40283,"['Q501053', 'Q159', 'Q39420', 'Q39259']"
N43374,"['Q35525', 'Q212', 'Q918', 'Q22686']"
N7844,['Q48475']
N45925,"['Q7246765', 'Q18207338']"
N41602,['Q1370']
N39080,"['Q8652', 'Q464859', 'Q7079578']"
N2654,[]
N61853,['Q18164877']
N20713,"['Q3043497', 'Q65077164', 'Q60', 'Q4946327']"
N6001,[]
N59028,[]
N44963,['Q2447309']
N39982,"['Q79867', 'Q173', 'Q40469', 'Q963227', 'Q4978124']"
N29984,"['Q34404', 'Q5031026']"
N43205,"['Q2057895', 'Q5162259', 'Q186471']"
N20917,"['Q7596893', 'Q30']"
